# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_8	cds	86951	87715	+	BBGPBF_02790	nikD	Nickel import ATP-binding protein NikD	SO:0001217, UniRef:UniRef50_P33593
contig_8	cds	87712	88503	+	BBGPBF_02791		hypothetical protein	PFAM:PF00005.33
contig_8	cds	88491	88889	+	BBGPBF_02792		hypothetical protein	PFAM:PF01402.27, PFAM:PF08753.17
contig_8	ncRNA-region	88988	89169	+			M-box riboswitch aptamer (ykoK leader)	RFAM:RF00380, SO:0000140
contig_8	cds	89227	90240	+	BBGPBF_02793	mgtE	Magnesium transporter MgtE	SO:0001217, UniRef:UniRef50_B4F1B9
contig_8	cds	90280	91428	-	BBGPBF_02794		BaiN-like insert domain-containing protein	SO:0001217, UniRef:UniRef50_A0A090V3N6
contig_8	cds	91703	93199	+	BBGPBF_02795		Phosphate transporter	SO:0001217, UniRef:UniRef50_A0A389M6F3
contig_8	cds	93255	93590	-	BBGPBF_02796		Universal stress protein B	SO:0001217, UniRef:UniRef50_A0A2I0FWM0
contig_8	cds	93973	94410	+	BBGPBF_02797		Universal stress A-like protein	SO:0001217, UniRef:UniRef50_P44880
contig_8	cds	94667	96139	+	BBGPBF_02798		Dipeptide and tripeptide permease B	SO:0001217, UniRef:UniRef50_P36837
contig_8	cds	96283	97035	-	BBGPBF_02799		Ribosomal RNA small subunit methyltransferase J	SO:0001217, UniRef:UniRef50_C5WC51
contig_8	cds	97043	99085	-	BBGPBF_02800		oligopeptidase A	SO:0001217, UniRef:UniRef50_A0A0A8VD67
contig_8	cds	99268	100539	-	BBGPBF_02801		undecaprenyl-diphosphate phosphatase	SO:0001217, UniRef:UniRef50_A0A379SN44
contig_8	cds	100733	101575	+	BBGPBF_02802		Ribosomal RNA large subunit methyltransferase J	SO:0001217, UniRef:UniRef50_P37634
contig_8	cds	101648	103000	+	BBGPBF_02803		Glutathione reductase	SO:0001217, UniRef:UniRef50_P06715
contig_8	cds	103054	103677	-	BBGPBF_02804	gstB	Glutathione S-transferase GstB	SO:0001217, UniRef:UniRef50_A0A485CQJ2
contig_8	cds	103759	104952	+	BBGPBF_02805		Long-chain-alcohol dehydrogenase 1	SO:0001217, UniRef:UniRef50_A0A486USW7
contig_8	cds	105192	106844	+	BBGPBF_02806		Cytoplasmic trehalase	SO:0001217, UniRef:UniRef50_P62601
contig_8	cds	106911	107444	+	BBGPBF_02807		Acetyltransferase	SO:0001217, UniRef:UniRef50_A0A1V2BNV3
contig_8	cds	107479	108237	-	BBGPBF_02808	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	SO:0001217, UniRef:UniRef50_A0A1E7W8M5
contig_8	cds	108357	109256	+	BBGPBF_02809		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A9MLK3
contig_8	cds	109363	110394	+	BBGPBF_02810	yhjD	Inner membrane protein yhjD	SO:0001217, UniRef:UniRef50_A0A2X2T9S9
contig_8	cds	110666	111988	+	BBGPBF_02811	yhjE	Inner membrane metabolite transport protein YhjE	SO:0001217, UniRef:UniRef50_P37643
contig_8	cds	112026	114077	-	BBGPBF_02812	asmA	AsmA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Q8T4T2
contig_8	cds	114272	115201	+	BBGPBF_02813		adenosine kinase	SO:0001217, UniRef:UniRef50_A0A7K3W7M9
contig_8	cds	115256	116758	-	BBGPBF_02814	yhjJ	Protein YhjJ	SO:0001217, UniRef:UniRef50_P37648
contig_8	cds	116978	118264	-	BBGPBF_02815		C4-dicarboxylate transport protein	SO:0001217, UniRef:UniRef50_A0A097R7G0
contig_8	cds	118421	120427	-	BBGPBF_02816	pdeK	putative cyclic di-GMP phosphodiesterase PdeK	SO:0001217, UniRef:UniRef50_P37649
contig_8	cds	120670	124149	-	BBGPBF_02817		Cellulose synthase operon protein C	SO:0001217, UniRef:UniRef50_Q8ZLB8
contig_8	cds	124131	125240	-	BBGPBF_02818		Endoglucanase	SO:0001217, UniRef:UniRef50_P37651
contig_8	cds	125244	127547	-	BBGPBF_02819		Cyclic di-GMP-binding protein	SO:0001217, UniRef:UniRef50_P37652
contig_8	cds	127600	130218	-	BBGPBF_02820		Cellulose synthase catalytic subunit [UDP-forming]	SO:0001217, UniRef:UniRef50_A0A7U7ERY7
contig_8	cds	130215	130946	-	BBGPBF_02821	yhjQ	Cellulose synthase operon protein YhjQ	SO:0001217, UniRef:UniRef50_I2B428
contig_8	cds	130958	131146	-	BBGPBF_02822		hypothetical protein	
contig_8	cds	131315	132868	+	BBGPBF_02823	bcsE	Cyclic di-GMP binding protein BcsE	SO:0001217, UniRef:UniRef50_P37657
contig_8	cds	132868	133065	+	BBGPBF_02824		hypothetical protein	
contig_8	cds	133062	134741	+	BBGPBF_02825	bcsG	Cellulose biosynthesis protein BcsG	SO:0001217, UniRef:UniRef50_P37659
contig_8	cds	134849	135850	-	BBGPBF_02826		Endoglucanase	SO:0001217, UniRef:UniRef50_P18336
contig_8	cds	135862	136338	-	BBGPBF_02827		Cellulose synthase	SO:0001217, UniRef:UniRef50_A0A0L0ATV5
contig_8	cds	136338	140390	-	BBGPBF_02828		Cellulose synthase operon C C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2G8ELM6
contig_8	cds	140387	142822	-	BBGPBF_02829		Cyclic di-GMP-binding protein	SO:0001217, UniRef:UniRef50_A0A6I6E7M1
contig_8	cds	142893	144926	-	BBGPBF_02830		Cellulose synthase catalytic subunit [UDP-forming]	SO:0001217, UniRef:UniRef50_A0A377YVQ0
contig_8	cds	144946	145749	-	BBGPBF_02831	yhjQ	Cellulose synthase operon protein YhjQ	SO:0001217, UniRef:UniRef50_H5UZU7
contig_8	cds	145740	146279	-	BBGPBF_02832	bcsO	Cellulose biosynthesis protein BcsO	SO:0001217, UniRef:UniRef50_A0AAI8NLT2
contig_8	cds	146794	147807	-	BBGPBF_02833	dppF	dipeptide ABC transporter ATP-binding subunit DppF	BlastRules:WP_000107012, EC:7.4.2.-, SO:0001217, UniRef:UniRef50_P37313
contig_8	cds	147804	148787	-	BBGPBF_02834		ABC-type dipeptide transporter	SO:0001217, UniRef:UniRef50_A0A2X3JYC5
contig_8	cds	148798	149700	-	BBGPBF_02835	dppC	Dipeptide transport system permease protein DppC	SO:0001217, UniRef:UniRef50_P0AEG1
contig_8	cds	149710	150729	-	BBGPBF_02836	dppB	Dipeptide transport system permease protein DppB	SO:0001217, UniRef:UniRef50_P0AEF8
contig_8	cds	150864	152471	-	BBGPBF_02837		Heme-binding protein A	SO:0001217, UniRef:UniRef50_P33950
contig_8	ncRNA-region	153187	153320	-			RtT RNA	RFAM:RF00391, SO:0005836
contig_8	tRNA	153354	153430	-	BBGPBF_02838	trnP	tRNA-Pro(cgg)	SO:0000268
contig_8	cds	153550	154734	-	BBGPBF_02839		hypothetical protein	PFAM:PF00023.36, PFAM:PF12796.13, PFAM:PF13606.12, PFAM:PF13637.12, PFAM:PF13857.12
contig_8	cds	155134	156807	-	BBGPBF_02840		Kdo(2)-lipid A phosphoethanolamine 7''-transferase	SO:0001217, UniRef:UniRef50_P37661
contig_8	cds	157050	158255	-	BBGPBF_02841		Transporter	SO:0001217, UniRef:UniRef50_A0A377BUR8
contig_8	cds	158497	159141	-	BBGPBF_02842		Autotransporter outer membrane beta-barrel domain-containing protein	SO:0001217, UniRef:UniRef50_A0A249WID6
contig_8	cds	159284	159865	+	BBGPBF_02843		DNA-3-methyladenine glycosylase	SO:0001217, UniRef:UniRef50_E0SNA7
contig_8	cds	159843	160283	+	BBGPBF_02844	yjaB	Uncharacterized N-acetyltransferase YjaB	SO:0001217, UniRef:UniRef50_A0A2X3EEX4
contig_8	cds	160252	162582	-	BBGPBF_02845		Biotin sulfoxide reductase	SO:0001217, UniRef:UniRef50_P20099
contig_8	cds	162750	163412	+	BBGPBF_02846	yiaD	putative lipoprotein YiaD	SO:0001217, UniRef:UniRef50_P37665
contig_8	cds	163516	164532	+	BBGPBF_02847		HTH lacI-type domain-containing protein	SO:0001217, UniRef:UniRef50_C9Y315
contig_8	cds	164644	165393	+	BBGPBF_02848		Sugar phosphate isomerase/epimerase	SO:0001217, UniRef:UniRef50_A8ARD6
contig_8	cds	165397	166332	+	BBGPBF_02849		Putative 2-Ketogluconate kinase	SO:0001217, UniRef:UniRef50_Q0K080
contig_8	cds	166437	167717	+	BBGPBF_02850		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_U3GDJ8
contig_8	cds	167742	168713	+	BBGPBF_02851		2-ketogluconate reductase (2-ketoaldonate reductase)	SO:0001217, UniRef:UniRef50_B4F0A9
contig_8	cds	168822	169532	-	BBGPBF_02852	yiaF	Uncharacterized protein YiaF	SO:0001217, UniRef:UniRef50_P0ADK0
contig_8	cds	169973	171328	+	BBGPBF_02853		4-hydroxybenzoate transporter	SO:0001217, UniRef:UniRef50_A0A0C4MIM1
contig_8	cds	171574	171864	+	BBGPBF_02854	yiaG	Uncharacterized HTH-type transcriptional regulator YiaG	SO:0001217, UniRef:UniRef50_P0A9V5
contig_8	ncRNA-region	171959	172380	+			cspA thermoregulator	RFAM:RF01766, SO:0002168
contig_8	cds	172117	172329	+	BBGPBF_02855		CSD domain-containing protein	SO:0001217, UniRef:UniRef50_A7ME79
contig_8	cds	172428	174047	-	BBGPBF_02856		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0C7K7N2
contig_8	cds	174349	174561	-	BBGPBF_02857		Small toxic polypeptide	SO:0001217, UniRef:UniRef50_A0A8B6IR14
contig_8	ncRNA	174499	174649	-	BBGPBF_02858	sok	sok antitoxin (CssrC)	RFAM:RF01794, SO:0000655
contig_8	ncRNA	174747	174816	+	BBGPBF_02859	STnc370	Enterobacterial sRNA STnc370	RFAM:RF02064, SO:0000655
contig_8	cds	174827	176896	-	BBGPBF_02860		Glycine--tRNA ligase beta subunit	SO:0001217, UniRef:UniRef50_P00961
contig_8	cds	176906	177817	-	BBGPBF_02861		Glycine--tRNA ligase alpha subunit	SO:0001217, UniRef:UniRef50_P00960
contig_8	cds	177945	178247	-	BBGPBF_02862		hypothetical protein	
contig_8	cds	178424	179419	+	BBGPBF_02863		Acyltransferase 3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A919HW37
contig_8	cds	179446	179889	-	BBGPBF_02864		YiaAB two helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1A8XTY7
contig_8	cds	179924	180295	-	BBGPBF_02865		hypothetical protein	PFAM:PF05360.19
contig_8	cds	180464	181918	-	BBGPBF_02866		Xylulose kinase	SO:0001217, UniRef:UniRef50_P09099
contig_8	cds	182011	183333	-	BBGPBF_02867		Xylose isomerase	SO:0001217, UniRef:UniRef50_P00944
contig_8	cds	183828	184823	+	BBGPBF_02868	xylF	Xylose ABC transporter, periplasmic xylose-binding protein xylF	SO:0001217, UniRef:UniRef50_G0AA45
contig_8	cds	184888	186429	+	BBGPBF_02869	xylG	Xylose import ATP-binding protein XylG	SO:0001217, UniRef:UniRef50_P45046
contig_8	cds	186407	187588	+	BBGPBF_02870	xylH	Xylose transport system permease protein XylH	SO:0001217, UniRef:UniRef50_A0A5M7Q7K0
contig_8	cds	187821	188999	+	BBGPBF_02871		Xylose operon regulatory protein	SO:0001217, UniRef:UniRef50_P0ACI3
contig_8	cds	189038	189601	-	BBGPBF_02872		hypothetical protein	PFAM:PF01832.25
contig_8	cds	190171	192204	+	BBGPBF_02873		Glycosyl hydrolase family 13 catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A8ARF9
contig_8	cds	192375	193631	+	BBGPBF_02874		Valine--pyruvate aminotransferase	SO:0001217, UniRef:UniRef50_P09053
contig_8	cds	193674	194159	-	BBGPBF_02875	hydN	Electron transport protein HydN	SO:0001217, UniRef:UniRef50_A0A3P2EL24
contig_8	cds	194404	196245	-	BBGPBF_02876		Selenocysteine-specific elongation factor	SO:0001217, UniRef:UniRef50_K8WL70
contig_8	cds	196242	197630	-	BBGPBF_02877		L-seryl-tRNA(Sec) selenium transferase	SO:0001217, UniRef:UniRef50_P0A821
contig_8	cds	197736	198344	-	BBGPBF_02878	yibF	Uncharacterized GST-like protein YibF	SO:0001217, UniRef:UniRef50_P0ACA1
contig_8	cds	198451	199587	-	BBGPBF_02879	yiaV	Inner membrane protein YiaV	SO:0001217, UniRef:UniRef50_P37683
contig_8	cds	199591	199959	-	BBGPBF_02880	yiaW	Inner membrane protein YiaW	SO:0001217, UniRef:UniRef50_A0A5E7JWW7
contig_8	cds	200498	202405	+	BBGPBF_02881	mtlA	PTS mannitol transporter subunit IICBA	BlastRules:WP_000093247, EC:2.7.1.198, SO:0001217, UniRef:UniRef50_P00550
contig_8	cds	202506	203654	+	BBGPBF_02882		Mannitol-1-phosphate 5-dehydrogenase	SO:0001217, UniRef:UniRef50_Q8Z9X0
contig_8	cds	203654	204250	+	BBGPBF_02883	mtlR	mannitol operon repressor MtlR	BlastRules:WP_000228269
contig_8	cds	204239	204463	-	BBGPBF_02884		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A9MLC7
contig_8	cds	204736	205098	+	BBGPBF_02885	yibL	Uncharacterized protein YibL	SO:0001217, UniRef:UniRef50_P0ADK8
contig_8	cds	205384	207039	+	BBGPBF_02886		L-lactate permease	SO:0001217, UniRef:UniRef50_P33231
contig_8	cds	207036	207809	+	BBGPBF_02887		Putative L-lactate dehydrogenase operon regulatory protein	SO:0001217, UniRef:UniRef50_P0ACL7
contig_8	cds	207809	208993	+	BBGPBF_02888		L-lactate dehydrogenase	SO:0001217, UniRef:UniRef50_P33232
contig_8	cds	209086	209559	+	BBGPBF_02889		tRNA (cytidine(34)-2'-O)-methyltransferase	SO:0001217, UniRef:UniRef50_A0A7G2IVK6
contig_8	cds	209662	210483	-	BBGPBF_02890		Serine acetyltransferase	SO:0001217, UniRef:UniRef50_P0A9D4
contig_8	cds	210557	211576	-	BBGPBF_02891		Glycerol-3-phosphate dehydrogenase [NAD(P)+]	SO:0001217, UniRef:UniRef50_P0A6S7
contig_8	cds	211576	212043	-	BBGPBF_02892	secB	Protein-export protein SecB	SO:0001217, UniRef:UniRef50_B2VL52
contig_8	cds	212104	212355	-	BBGPBF_02893		Glutaredoxin	SO:0001217, UniRef:UniRef50_Q3A7Z4
contig_8	cds	212459	212890	-	BBGPBF_02894		Rhodanese-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6L6FAE8
contig_8	cds	213136	214680	+	BBGPBF_02895		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_P37689
contig_8	cds	214705	215961	+	BBGPBF_02896		hypothetical protein	PFAM:PF01551.29
contig_8	cds	215965	216912	+	BBGPBF_02897		Divergent polysaccharide deacetylase	SO:0001217, UniRef:UniRef50_A0A2A7T8R7
contig_8	cds	216918	217706	-	BBGPBF_02898		Poly-beta-1,6-N-acetyl-D-glucosamine synthase	SO:0001217, UniRef:UniRef50_A0A379Z5V3
contig_8	cds	217875	218900	-	BBGPBF_02899		L-threonine 3-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2X2T2A0
contig_8	cds	218913	220106	-	BBGPBF_02900		2-amino-3-ketobutyrate coenzyme A ligase	SO:0001217, UniRef:UniRef50_A0A947FSC3
contig_8	cds	220320	221252	+	BBGPBF_02901		ADP-L-glycero-D-manno-heptose-6-epimerase	SO:0001217, UniRef:UniRef50_P67910
contig_8	cds	221301	222320	+	BBGPBF_02902		lipopolysaccharide heptosyltransferase II	SO:0001217, UniRef:UniRef50_A0A5C2LL27
contig_8	cds	222324	223295	+	BBGPBF_02903		Lipopolysaccharide heptosyltransferase 1	SO:0001217, UniRef:UniRef50_P0DX54
contig_8	cds	223295	223945	+	BBGPBF_02904		hypothetical protein	
contig_8	cds	223982	224203	+	BBGPBF_02905		hypothetical protein	
contig_8	cds	224181	225350	+	BBGPBF_02906		O-antigen ligase-related domain-containing protein	SO:0001217, UniRef:UniRef50_K8A3J2
contig_8	cds	225394	226473	-	BBGPBF_02907		Heptosyl transferase	SO:0001217, UniRef:UniRef50_A0A8B6IQW9
contig_8	cds	226492	227454	-	BBGPBF_02908		Deacetylase	SO:0001217, UniRef:UniRef50_C7BT09
contig_8	cds	227566	228642	+	BBGPBF_02909	rfaQ	Lipopolysaccharide core heptosyltransferase RfaQ	SO:0001217, UniRef:UniRef50_A0A083ZZ54
contig_8	cds	228639	229766	+	BBGPBF_02910	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	SO:0001217, UniRef:UniRef50_A0A083ZTY6
contig_8	cds	229769	230863	+	BBGPBF_02911		Glycosyl transferase	SO:0001217, UniRef:UniRef50_A0A1X0WDK3
contig_8	cds	230893	231882	+	BBGPBF_02912		Glycosyl transferase	SO:0001217, UniRef:UniRef50_W9BAG4
contig_8	cds	231974	233248	+	BBGPBF_02913		3-deoxy-D-manno-octulosonic acid transferase	SO:0001217, UniRef:UniRef50_A0A084A2C0
contig_8	cds	233248	234024	+	BBGPBF_02914	waaE	Lipopolysaccharide core biosynthesis glycosyltransferase WaaE	SO:0001217, UniRef:UniRef50_Q9XC90
contig_8	cds	234021	234500	+	BBGPBF_02915		Phosphopantetheine adenylyltransferase	SO:0001217, UniRef:UniRef50_P0A6I6
contig_8	cds	234689	235498	-	BBGPBF_02916		Formamidopyrimidine-DNA glycosylase	SO:0001217, UniRef:UniRef50_Q65R59
contig_8	cds	235634	235801	-	BBGPBF_02917		Large ribosomal subunit protein bL33	SO:0001217, UniRef:UniRef50_A0A5P9IIW8
contig_8	cds	235822	236058	-	BBGPBF_02918		Large ribosomal subunit protein bL28	SO:0001217, UniRef:UniRef50_Q491X0
contig_8	cds	236275	236940	-	BBGPBF_02919	radC	DNA repair protein RadC	SO:0001217, UniRef:UniRef50_A0A0H8NNL7
contig_8	cds	237110	238327	+	BBGPBF_02920		Coenzyme A biosynthesis bifunctional protein CoaBC	SO:0001217, UniRef:UniRef50_A0A084A2C7
contig_8	cds	238305	238763	+	BBGPBF_02921		Deoxyuridine 5'-triphosphate nucleotidohydrolase	SO:0001217, UniRef:UniRef50_Q5ZSN0
contig_8	cds	238888	239484	+	BBGPBF_02922	slmA	Nucleoid occlusion factor SlmA	SO:0001217, UniRef:UniRef50_P0C093
contig_8	cds	239532	240173	-	BBGPBF_02923		Orotate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_P50587
contig_8	cds	240284	241000	-	BBGPBF_02924		Ribonuclease PH	SO:0001217, UniRef:UniRef50_R9M712
contig_8	cds	241097	242191	-	BBGPBF_02925		Transport permease protein	SO:0001217, UniRef:UniRef50_A0A378AKT7
contig_8	cds	242223	243140	-	BBGPBF_02926		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0M2KBX4
contig_8	cds	243133	244098	-	BBGPBF_02927	emrA	Multidrug export protein EmrA	SO:0001217, UniRef:UniRef50_A0A8B6IRA5
contig_8	cds	244188	245888	-	BBGPBF_02928		L-ornithine N(alpha)-acyltransferase	SO:0001217, UniRef:UniRef50_A0A0H3H063
contig_8	cds	246388	247251	+	BBGPBF_02929	yicC	Endoribonuclease YicC	SO:0001217, UniRef:UniRef50_P23839
contig_9	cds	239	913	+	BBGPBF_02930		Carbonic anhydrase	SO:0001217, UniRef:UniRef50_A0A2X3FNT9
contig_9	cds	910	2379	+	BBGPBF_02931		SLC26A/SulP transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A807LDF7
contig_9	cds	2491	3510	+	BBGPBF_02932		Aldehyde reductase Ahr	SO:0001217, UniRef:UniRef50_P27250
contig_9	cds	3653	4525	+	BBGPBF_02933		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A085G672
contig_9	cds	4515	5402	+	BBGPBF_02934	ugpE	sn-glycerol-3-phosphate transport system permease protein UgpE	SO:0001217, UniRef:UniRef50_A0AAW4HIG1
contig_9	cds	5413	6237	+	BBGPBF_02935	gpdQ	Glycerophosphodiester phosphodiesterase GpdQ	SO:0001217, UniRef:UniRef50_Q6XBH1
contig_9	cds	6243	7313	+	BBGPBF_02936		Putative ATP-binding component of an ABC superfamily sugar transporter	SO:0001217, UniRef:UniRef50_A0A084ZML8
contig_9	cds	7453	8763	+	BBGPBF_02937		Extracellular solute-binding protein	SO:0001217, UniRef:UniRef50_A0A4S3LGP6
contig_9	cds	8907	9806	-	BBGPBF_02938		Inosose dehydratase	SO:0001217, UniRef:UniRef50_Q0TUZ0
contig_9	cds	9830	10714	-	BBGPBF_02939		Xylose isomerase-like TIM barrel domain-containing protein	SO:0001217, UniRef:UniRef50_R8VUS9
contig_9	cds	10756	11769	-	BBGPBF_02940		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase	SO:0001217, UniRef:UniRef50_P26935
contig_9	cds	11816	13756	-	BBGPBF_02941		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase	SO:0001217, UniRef:UniRef50_Q898E8
contig_9	cds	14262	16175	+	BBGPBF_02942		5-dehydro-2-deoxygluconokinase	SO:0001217, UniRef:UniRef50_A0A2J5QAT8
contig_9	cds	16327	17184	+	BBGPBF_02943		MurR/RpiR family transcriptional regulator	SO:0001217, UniRef:UniRef50_C9XWX9
contig_9	cds	18073	18882	-	BBGPBF_02944		5-deoxy-glucuronate isomerase	SO:0001217, UniRef:UniRef50_A0A3G2ID12
contig_9	cds	18901	20406	-	BBGPBF_02945		methylmalonate-semialdehyde dehydrogenase (CoA acylating)	SO:0001217, UniRef:UniRef50_A0A238KT63
contig_9	cds	20758	21579	+	BBGPBF_02946		Xylose isomerase-like TIM barrel domain-containing protein	SO:0001217, UniRef:UniRef50_A0A014N4C5
contig_9	cds	21678	23180	+	BBGPBF_02947	yjgR	Uncharacterized protein YjgR	SO:0001217, UniRef:UniRef50_P39342
contig_9	cds	23229	24311	-	BBGPBF_02948	lptG	Lipopolysaccharide export system permease protein LptG	SO:0001217, UniRef:UniRef50_P0ADC6
contig_9	cds	24311	25408	-	BBGPBF_02949	lptF	Lipopolysaccharide export system permease protein LptF	SO:0001217, UniRef:UniRef50_P0AF98
contig_9	cds	25798	27309	+	BBGPBF_02950		putative cytosol aminopeptidase	SO:0001217, UniRef:UniRef50_Q2NR41
contig_9	ncRNA	26356	26550	-	BBGPBF_02951	Ysr276	Yersinia sRNA 276	RFAM:RF02850, SO:0000655
contig_9	cds	27429	27872	+	BBGPBF_02952		DNA polymerase III, chi subunit	SO:0001217, UniRef:UniRef50_Q6DA53
contig_9	cds	27872	30727	+	BBGPBF_02953		Valine--tRNA ligase	SO:0001217, UniRef:UniRef50_P07118
contig_9	cds	30848	31351	+	BBGPBF_02954		Histone acetyltransferase HPA2	SO:0001217, UniRef:UniRef50_Q7MHF7
contig_9	cds	31421	32185	-	BBGPBF_02955		tRNA-(Ms[2]io[6]A)-hydroxylase	SO:0001217, UniRef:UniRef50_U4JZI2
contig_9	cds	32244	32666	-	BBGPBF_02956		Regulator of ribonuclease activity B	SO:0001217, UniRef:UniRef50_Q6LUW5
contig_9	cds	32830	33834	+	BBGPBF_02957		Ornithine carbamoyltransferase subunit I	SO:0001217, UniRef:UniRef50_P04391
contig_9	cds	33837	34562	-	BBGPBF_02958		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAN3RS44
contig_9	cds	34647	36065	-	BBGPBF_02959		C4-dicarboxylate anaerobic carrier	SO:0001217, UniRef:UniRef50_S1P2U7
contig_9	cds	36122	37687	-	BBGPBF_02960	ytcJ	Putative amidohydrolase ytcJ	SO:0001217, UniRef:UniRef50_A0A378XR71
contig_9	cds	37782	38615	-	BBGPBF_02961	frlD	Fructosamine kinase FrlD	SO:0001217, UniRef:UniRef50_A0A6N3F2T0
contig_9	cds	38624	39598	-	BBGPBF_02962		Phosphosugar isomerase	SO:0001217, UniRef:UniRef50_A0A095TIW7
contig_9	cds	39841	40293	-	BBGPBF_02963		Toxin-antitoxin biofilm protein	SO:0001217, UniRef:UniRef50_A0A0H3MSU9
contig_9	cds	40629	41564	+	BBGPBF_02964		Aspartate carbamoyltransferase catalytic subunit	SO:0001217, UniRef:UniRef50_Q9KP66
contig_9	cds	41578	42039	+	BBGPBF_02965		Aspartate carbamoyltransferase regulatory chain	SO:0001217, UniRef:UniRef50_Q328U1
contig_9	cds	42192	42578	+	BBGPBF_02966	ridA	2-iminobutanoate/2-iminopropanoate deaminase	BlastRules:WP_000047544, SO:0001217, UniRef:UniRef50_A8AQ05
contig_9	cds	42651	45359	-	BBGPBF_02967		Magnesium-transporting ATPase, P-type 1	SO:0001217, UniRef:UniRef50_A0A085G1Q5
contig_9	ncRNA-region	45458	45574	-			Magnesium riboswitch aptamer (Magnesium responsive RNA element)	RFAM:RF01056, SO:0000035
contig_9	cds	45739	46686	+	BBGPBF_02968	treR	HTH-type transcriptional regulator TreR	SO:0001217, UniRef:UniRef50_P36673
contig_9	cds	46817	48235	+	BBGPBF_02969		Trehalose(Maltose)-specific PTS system components IIBC	SO:0001217, UniRef:UniRef50_U3U3H7
contig_9	cds	48287	49942	+	BBGPBF_02970		Trehalose-6-phosphate hydrolase	SO:0001217, UniRef:UniRef50_P28904
contig_9	cds	49998	51350	-	BBGPBF_02971	ywbA	Putative permease IIC component YwbA	SO:0001217, UniRef:UniRef50_P39584
contig_9	cds	51377	52684	-	BBGPBF_02972		6-phospho-beta-glucosidase	SO:0001217, UniRef:UniRef50_A0A085G550
contig_9	cds	52775	53083	-	BBGPBF_02973		PTS cellobiose transporter subunit IIB	SO:0001217, UniRef:UniRef50_W9BE17
contig_9	cds	53344	54087	+	BBGPBF_02974	rpiR	RpiR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A7H4PQM1
contig_9	cds	54444	56582	+	BBGPBF_02975		Class III (Anaerobic) ribonucleotide reductase, large subunit	SO:0001217, UniRef:UniRef50_A0A198FRE1
