# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_8	cds	158497	159141	-	BBGPBF_02842	442.0	1.2e-158	1.0	0.903	0.995	UniRef:UniRef50_A0A249WID6
contig_8	cds	159284	159865	+	BBGPBF_02843	228.0	2.6e-74	0.938	0.819	0.564	UniRef:UniRef50_E0SNA7
contig_8	cds	159843	160283	+	BBGPBF_02844	196.0	7.7e-64	1.0	1.0	0.610	UniRef:UniRef50_A0A2X3EEX4
contig_8	cds	160252	162582	-	BBGPBF_02845	1279.0	0.0	1.106	1.0	0.737	UniRef:UniRef50_P20099
contig_8	cds	162750	163412	+	BBGPBF_02846	335.0	5.0e-116	0.977	0.903	0.851	UniRef:UniRef50_P37665
contig_8	cds	163516	164532	+	BBGPBF_02847	630.0	1.1e-228	0.970	0.879	0.994	UniRef:UniRef50_C9Y315
contig_8	cds	164644	165393	+	BBGPBF_02848	328.0	3.3e-112	0.976	0.910	0.667	UniRef:UniRef50_A8ARD6
contig_8	cds	165397	166332	+	BBGPBF_02849	349.0	3.4e-118	0.984	0.829	0.595	UniRef:UniRef50_Q0K080
contig_8	cds	166437	167717	+	BBGPBF_02850	608.0	6.2e-217	0.958	0.883	0.725	UniRef:UniRef50_U3GDJ8
contig_8	cds	167742	168713	+	BBGPBF_02851	430.0	2.8e-150	0.997	0.970	0.658	UniRef:UniRef50_B4F0A9
contig_8	cds	168822	169532	-	BBGPBF_02852	429.0	4.3e-152	1.0	0.840	0.919	UniRef:UniRef50_P0ADK0
contig_8	cds	169973	171328	+	BBGPBF_02853	510.0	3.0e-177	0.958	0.850	0.627	UniRef:UniRef50_A0A0C4MIM1
contig_8	cds	171574	171864	+	BBGPBF_02854	179.0	1.7e-58	0.948	0.812	1.0	UniRef:UniRef50_P0A9V5
contig_8	ncRNA-region	171959	172380	+	-	376.4	6.5e-41	-	-	-	RFAM:RF01766
contig_8	cds	172117	172329	+	BBGPBF_02855	118.0	4.6e-35	1.0	0.824	0.771	UniRef:UniRef50_A7ME79
contig_8	cds	172428	174047	-	BBGPBF_02856	751.0	1.5e-269	0.991	0.932	0.713	UniRef:UniRef50_A0A0C7K7N2
contig_8	cds	174349	174561	-	BBGPBF_02857	124.0	2.2e-37	0.986	0.986	0.870	UniRef:UniRef50_A0A8B6IR14
contig_8	ncRNA	174499	174649	-	BBGPBF_02858	112.1	2.3e-18	-	-	-	RFAM:RF01794
contig_8	ncRNA	174747	174816	+	BBGPBF_02859	67.3	2.7e-09	-	-	-	RFAM:RF02064
contig_8	cds	174827	176896	-	BBGPBF_02860	1249.0	0.0	1.075	1.0	0.885	UniRef:UniRef50_P00961
contig_8	cds	176906	177817	-	BBGPBF_02861	612.0	9.1e-222	1.0	0.804	0.967	UniRef:UniRef50_P00960
contig_8	cds	177945	178247	-	BBGPBF_02862	-	-	-	-	-	-
contig_8	cds	178424	179419	+	BBGPBF_02863	521.0	6.5e-187	0.801	0.923	0.958	UniRef:UniRef50_A0A919HW37
contig_8	cds	179446	179889	-	BBGPBF_02864	223.0	2.4e-74	0.973	0.986	0.769	UniRef:UniRef50_A0A1A8XTY7
contig_8	cds	179924	180295	-	BBGPBF_02865	-	-	-	-	-	-
contig_8	cds	180464	181918	-	BBGPBF_02866	572.0	1.8e-200	0.998	0.908	0.598	UniRef:UniRef50_P09099
contig_8	cds	182011	183333	-	BBGPBF_02867	649.0	3.5e-232	0.989	0.850	0.685	UniRef:UniRef50_P00944
contig_8	cds	183828	184823	+	BBGPBF_02868	380.0	1.5e-130	0.967	0.938	0.594	UniRef:UniRef50_G0AA45
contig_8	cds	184888	186429	+	BBGPBF_02869	545.0	5.3e-189	0.977	0.882	0.561	UniRef:UniRef50_P45046
contig_8	cds	186407	187588	+	BBGPBF_02870	684.0	2.1e-248	0.995	0.947	0.934	UniRef:UniRef50_A0A5M7Q7K0
contig_8	cds	187821	188999	+	BBGPBF_02871	697.0	2.6e-253	1.0	0.951	0.885	UniRef:UniRef50_P0ACI3
contig_8	cds	189038	189601	-	BBGPBF_02872	-	-	-	-	-	-
contig_8	cds	190171	192204	+	BBGPBF_02873	1405.0	0.0	0.993	0.916	0.997	UniRef:UniRef50_A8ARF9
contig_8	cds	192375	193631	+	BBGPBF_02874	788.0	5.3e-288	0.993	0.863	0.904	UniRef:UniRef50_P09053
contig_8	cds	193674	194159	-	BBGPBF_02875	187.0	1.7e-59	1.081	0.926	0.557	UniRef:UniRef50_A0A3P2EL24
contig_8	cds	194404	196245	-	BBGPBF_02876	679.0	1.4e-238	1.088	0.993	0.552	UniRef:UniRef50_K8WL70
contig_8	cds	196242	197630	-	BBGPBF_02877	668.0	3.2e-239	1.0	0.897	0.781	UniRef:UniRef50_P0A821
contig_8	cds	197736	198344	-	BBGPBF_02878	286.0	2.9e-97	0.995	0.870	0.721	UniRef:UniRef50_P0ACA1
contig_8	cds	198451	199587	-	BBGPBF_02879	677.0	1.9e-245	1.0	0.892	0.921	UniRef:UniRef50_P37683
contig_8	cds	199591	199959	-	BBGPBF_02880	130.0	5.2e-38	1.033	0.829	0.532	UniRef:UniRef50_A0A5E7JWW7
contig_8	cds	200498	202405	+	BBGPBF_02881	1142.0	0.0	0.997	0.994	0.948	BlastRules:WP_000093247
contig_8	cds	202506	203654	+	BBGPBF_02882	661.0	9.4e-240	1.034	1.0	0.881	UniRef:UniRef50_Q8Z9X0
contig_8	cds	203654	204250	+	BBGPBF_02883	311.0	1.5e-109	0.965	0.979	0.853	BlastRules:WP_000228269
contig_8	cds	204239	204463	-	BBGPBF_02884	90.1	6.9e-24	0.851	0.900	0.683	UniRef:UniRef50_A9MLC7
contig_8	cds	204736	205098	+	BBGPBF_02885	146.0	1.7e-44	1.0	0.889	0.675	UniRef:UniRef50_P0ADK8
contig_8	cds	205384	207039	+	BBGPBF_02886	630.0	3.9e-221	1.045	0.917	0.599	UniRef:UniRef50_P33231
contig_8	cds	207036	207809	+	BBGPBF_02887	415.0	3.9e-146	0.992	0.885	0.831	UniRef:UniRef50_P0ACL7
contig_8	cds	207809	208993	+	BBGPBF_02888	641.0	8.7e-231	0.952	0.856	0.848	UniRef:UniRef50_P33232
contig_8	cds	209086	209559	+	BBGPBF_02889	278.0	5.9e-96	0.885	0.952	0.978	UniRef:UniRef50_A0A7G2IVK6
contig_8	cds	209662	210483	-	BBGPBF_02890	459.0	5.9e-163	1.0	0.867	0.842	UniRef:UniRef50_P0A9D4
contig_8	cds	210557	211576	-	BBGPBF_02891	643.0	4.1e-233	0.982	0.814	0.997	UniRef:UniRef50_P0A6S7
contig_8	cds	211576	212043	-	BBGPBF_02892	266.0	6.0e-91	0.955	0.943	0.872	UniRef:UniRef50_B2VL52
contig_8	cds	212104	212355	-	BBGPBF_02893	97.1	3.5e-26	0.988	0.872	0.512	UniRef:UniRef50_Q3A7Z4
contig_8	cds	212459	212890	-	BBGPBF_02894	186.0	8.5e-60	0.993	0.979	0.648	UniRef:UniRef50_A0A6L6FAE8
contig_8	cds	213136	214680	+	BBGPBF_02895	938.0	0.0	1.0	0.873	0.916	UniRef:UniRef50_P37689
contig_8	cds	214705	215961	+	BBGPBF_02896	-	-	-	-	-	-
contig_8	cds	215965	216912	+	BBGPBF_02897	369.0	2.0e-126	0.990	0.915	0.638	UniRef:UniRef50_A0A2A7T8R7
contig_8	cds	216918	217706	-	BBGPBF_02898	397.0	5.1e-139	1.0	0.936	0.721	UniRef:UniRef50_A0A379Z5V3
contig_8	cds	217875	218900	-	BBGPBF_02899	552.0	3.8e-199	0.827	0.996	0.954	UniRef:UniRef50_A0A2X2T2A0
contig_8	cds	218913	220106	-	BBGPBF_02900	542.0	2.3e-192	0.980	0.992	0.694	UniRef:UniRef50_A0A947FSC3
contig_8	cds	220320	221252	+	BBGPBF_02901	626.0	3.4e-227	1.0	0.812	0.987	UniRef:UniRef50_P67910
contig_8	cds	221301	222320	+	BBGPBF_02902	511.0	1.0e-182	0.823	0.982	0.871	UniRef:UniRef50_A0A5C2LL27
contig_8	cds	222324	223295	+	BBGPBF_02903	550.0	1.3e-197	0.947	0.895	0.869	UniRef:UniRef50_P0DX54
contig_8	cds	223295	223945	+	BBGPBF_02904	-	-	-	-	-	-
contig_8	cds	223982	224203	+	BBGPBF_02905	-	-	-	-	-	-
contig_8	cds	224181	225350	+	BBGPBF_02906	688.0	3.4e-250	0.923	0.895	0.989	UniRef:UniRef50_K8A3J2
contig_8	cds	225394	226473	-	BBGPBF_02907	711.0	2.7e-260	1.0	0.984	1.0	UniRef:UniRef50_A0A8B6IQW9
contig_8	cds	226492	227454	-	BBGPBF_02908	494.0	1.6e-175	0.991	0.890	0.729	UniRef:UniRef50_C7BT09
contig_8	cds	227566	228642	+	BBGPBF_02909	410.0	3.6e-141	0.961	0.920	0.590	UniRef:UniRef50_A0A083ZZ54
contig_8	cds	228639	229766	+	BBGPBF_02910	454.0	3.5e-158	1.0	0.974	0.579	UniRef:UniRef50_A0A083ZTY6
contig_8	cds	229769	230863	+	BBGPBF_02911	567.0	4.7e-203	0.992	0.960	0.776	UniRef:UniRef50_A0A1X0WDK3
contig_8	cds	230893	231882	+	BBGPBF_02912	380.0	2.7e-130	0.954	0.895	0.592	UniRef:UniRef50_W9BAG4
contig_8	cds	231974	233248	+	BBGPBF_02913	701.0	1.7e-253	0.993	0.913	0.824	UniRef:UniRef50_A0A084A2C0
contig_8	cds	233248	234024	+	BBGPBF_02914	330.0	7.0e-113	0.996	0.941	0.638	UniRef:UniRef50_Q9XC90
contig_8	cds	234021	234500	+	BBGPBF_02915	271.0	1.8e-92	0.994	0.814	0.848	UniRef:UniRef50_P0A6I6
contig_8	cds	234689	235498	-	BBGPBF_02916	329.0	5.8e-112	0.996	0.887	0.590	UniRef:UniRef50_Q65R59
contig_8	cds	235634	235801	-	BBGPBF_02917	57.0	3.0e-11	0.891	0.860	0.551	UniRef:UniRef50_A0A5P9IIW8
contig_8	cds	235822	236058	-	BBGPBF_02918	101.0	2.6e-28	0.987	1.0	0.623	UniRef:UniRef50_Q491X0
contig_8	cds	236275	236940	-	BBGPBF_02919	351.0	7.6e-123	0.837	0.930	0.989	UniRef:UniRef50_A0A0H8NNL7
contig_8	cds	237110	238327	+	BBGPBF_02920	555.0	6.5e-196	0.993	0.841	0.706	UniRef:UniRef50_A0A084A2C7
contig_8	cds	238305	238763	+	BBGPBF_02921	252.0	2.9e-85	0.987	0.815	0.800	UniRef:UniRef50_Q5ZSN0
contig_8	cds	238888	239484	+	BBGPBF_02922	303.0	9.7e-104	1.0	0.825	0.803	UniRef:UniRef50_P0C093
contig_8	cds	239532	240173	-	BBGPBF_02923	296.0	3.1e-100	1.0	0.807	0.676	UniRef:UniRef50_P50587
contig_8	cds	240284	241000	-	BBGPBF_02924	269.0	2.5e-89	0.975	0.875	0.612	UniRef:UniRef50_R9M712
contig_8	cds	241097	242191	-	BBGPBF_02925	676.0	3.4e-246	0.997	0.948	0.992	UniRef:UniRef50_A0A378AKT7
contig_8	cds	242223	243140	-	BBGPBF_02926	355.0	1.9e-121	0.984	0.971	0.577	UniRef:UniRef50_A0A0M2KBX4
contig_8	cds	243133	244098	-	BBGPBF_02927	549.0	1.7e-197	0.994	0.991	0.893	UniRef:UniRef50_A0A8B6IRA5
contig_8	cds	244188	245888	-	BBGPBF_02928	1066.0	0.0	0.922	0.877	0.996	UniRef:UniRef50_A0A0H3H063
contig_8	cds	246388	247251	+	BBGPBF_02929	368.0	4.5e-126	1.003	0.811	0.663	UniRef:UniRef50_P23839
contig_9	cds	239	913	+	BBGPBF_02930	340.0	4.0e-118	1.009	1.0	0.761	UniRef:UniRef50_A0A2X3FNT9
contig_9	cds	910	2379	+	BBGPBF_02931	709.0	4.4e-255	0.988	0.980	0.766	UniRef:UniRef50_A0A807LDF7
contig_9	cds	2491	3510	+	BBGPBF_02932	597.0	2.5e-215	1.088	1.0	0.810	UniRef:UniRef50_P27250
contig_9	cds	3653	4525	+	BBGPBF_02933	559.0	6.8e-202	1.0	0.858	0.993	UniRef:UniRef50_A0A085G672
contig_9	cds	4515	5402	+	BBGPBF_02934	447.0	7.6e-158	0.925	0.892	0.806	UniRef:UniRef50_A0AAW4HIG1
contig_9	cds	5413	6237	+	BBGPBF_02935	570.0	3.3e-207	0.978	0.954	0.996	UniRef:UniRef50_Q6XBH1
contig_9	cds	6243	7313	+	BBGPBF_02936	487.0	2.9e-171	0.989	0.891	0.702	UniRef:UniRef50_A0A084ZML8
contig_9	cds	7453	8763	+	BBGPBF_02937	837.0	7.1e-307	1.0	0.888	0.961	UniRef:UniRef50_A0A4S3LGP6
contig_9	cds	8907	9806	-	BBGPBF_02938	456.0	3.7e-161	1.0	0.898	0.706	UniRef:UniRef50_Q0TUZ0
contig_9	cds	9830	10714	-	BBGPBF_02939	494.0	1.1e-175	1.231	0.995	0.685	UniRef:UniRef50_R8VUS9
contig_9	cds	10756	11769	-	BBGPBF_02940	473.0	2.4e-166	0.994	0.861	0.710	UniRef:UniRef50_P26935
contig_9	cds	11816	13756	-	BBGPBF_02941	860.0	2.6e-308	1.006	0.890	0.677	UniRef:UniRef50_Q898E8
contig_9	cds	14262	16175	+	BBGPBF_02942	811.0	2.1e-288	1.237	0.996	0.547	UniRef:UniRef50_A0A2J5QAT8
contig_9	cds	16327	17184	+	BBGPBF_02943	533.0	4.1e-192	1.0	0.928	1.0	UniRef:UniRef50_C9XWX9
contig_9	cds	18073	18882	-	BBGPBF_02944	336.0	1.7e-114	0.974	0.859	0.603	UniRef:UniRef50_A0A3G2ID12
contig_9	cds	18901	20406	-	BBGPBF_02945	830.0	1.0e-301	1.140	1.0	0.739	UniRef:UniRef50_A0A238KT63
contig_9	cds	20758	21579	+	BBGPBF_02946	408.0	2.3e-143	0.996	1.0	0.743	UniRef:UniRef50_A0A014N4C5
contig_9	cds	21678	23180	+	BBGPBF_02947	857.0	1.5e-312	0.994	0.886	0.867	UniRef:UniRef50_P39342
contig_9	cds	23229	24311	-	BBGPBF_02948	648.0	7.5e-235	0.997	0.916	0.930	UniRef:UniRef50_P0ADC6
contig_9	cds	24311	25408	-	BBGPBF_02949	515.0	1.0e-181	1.192	0.998	0.639	UniRef:UniRef50_P0AF98
contig_9	cds	25798	27309	+	BBGPBF_02950	906.0	0.0	1.060	1.0	0.857	UniRef:UniRef50_Q2NR41
contig_9	ncRNA	26356	26550	-	BBGPBF_02951	171.2	1.1e-26	-	-	-	RFAM:RF02850
contig_9	cds	27429	27872	+	BBGPBF_02952	279.0	4.4e-96	1.0	0.865	0.905	UniRef:UniRef50_Q6DA53
contig_9	cds	27872	30727	+	BBGPBF_02953	1616.0	0.0	1.0	0.850	0.815	UniRef:UniRef50_P07118
contig_9	cds	30848	31351	+	BBGPBF_02954	165.0	2.2e-50	0.940	0.809	0.529	UniRef:UniRef50_Q7MHF7
contig_9	cds	31421	32185	-	BBGPBF_02955	293.0	4.6e-98	0.992	0.857	0.571	UniRef:UniRef50_U4JZI2
contig_9	cds	32244	32666	-	BBGPBF_02956	184.0	3.0e-59	1.029	1.0	0.715	UniRef:UniRef50_Q6LUW5
contig_9	cds	32830	33834	+	BBGPBF_02957	598.0	1.7e-215	1.0	0.831	0.883	UniRef:UniRef50_P04391
contig_9	cds	33837	34562	-	BBGPBF_02958	471.0	4.3e-169	1.0	0.927	0.996	UniRef:UniRef50_A0AAN3RS44
contig_9	cds	34647	36065	-	BBGPBF_02959	550.0	2.2e-192	0.896	0.833	0.690	UniRef:UniRef50_S1P2U7
contig_9	cds	36122	37687	-	BBGPBF_02960	541.0	9.2e-188	1.002	0.965	0.511	UniRef:UniRef50_A0A378XR71
contig_9	cds	37782	38615	-	BBGPBF_02961	302.0	2.8e-101	1.072	1.0	0.529	UniRef:UniRef50_A0A6N3F2T0
contig_9	cds	38624	39598	-	BBGPBF_02962	396.0	4.4e-137	0.997	0.982	0.585	UniRef:UniRef50_A0A095TIW7
contig_9	cds	39841	40293	-	BBGPBF_02963	215.0	9.5e-71	0.987	0.822	0.689	UniRef:UniRef50_A0A0H3MSU9
contig_9	cds	40629	41564	+	BBGPBF_02964	390.0	2.9e-134	0.994	0.813	0.608	UniRef:UniRef50_Q9KP66
contig_9	cds	41578	42039	+	BBGPBF_02965	276.0	3.7e-95	1.0	1.0	0.882	UniRef:UniRef50_Q328U1
contig_9	cds	42192	42578	+	BBGPBF_02966	238.0	8.2e-83	1.0	1.0	0.961	BlastRules:WP_000047544
contig_9	cds	42651	45359	-	BBGPBF_02967	1532.0	0.0	1.033	0.998	0.832	UniRef:UniRef50_A0A085G1Q5
contig_9	ncRNA-region	45458	45574	-	-	116.2	5.1e-19	-	-	-	RFAM:RF01056
contig_9	cds	45739	46686	+	BBGPBF_02968	502.0	3.1e-178	0.997	0.844	0.815	UniRef:UniRef50_P36673
contig_9	cds	46817	48235	+	BBGPBF_02969	693.0	3.9e-251	0.801	1.0	0.915	UniRef:UniRef50_U3U3H7
contig_9	cds	48287	49942	+	BBGPBF_02970	985.0	0.0	0.998	0.917	0.820	UniRef:UniRef50_P28904
contig_9	cds	49998	51350	-	BBGPBF_02971	695.0	1.4e-250	0.982	0.915	0.808	UniRef:UniRef50_P39584
contig_9	cds	51377	52684	-	BBGPBF_02972	610.0	1.8e-216	0.998	0.802	0.721	UniRef:UniRef50_A0A085G550
contig_9	cds	52775	53083	-	BBGPBF_02973	115.0	5.8e-33	0.990	0.828	0.614	UniRef:UniRef50_W9BE17
contig_9	cds	53344	54087	+	BBGPBF_02974	334.0	2.2e-114	1.0	0.834	0.745	UniRef:UniRef50_A0A7H4PQM1
contig_9	cds	54444	56582	+	BBGPBF_02975	1129.0	0.0	1.065	1.001	0.743	UniRef:UniRef50_A0A198FRE1
contig_9	cds	56824	57288	+	BBGPBF_02976	221.0	3.5e-73	1.0	0.880	0.623	UniRef:UniRef50_A0A5W0MXC9
contig_9	cds	57292	57576	-	BBGPBF_02977	116.0	1.4e-33	1.0	0.979	0.606	UniRef:UniRef50_A0A378B2C3
contig_9	cds	57566	57808	-	BBGPBF_02978	154.0	3.9e-49	1.0	0.870	0.988	UniRef:UniRef50_A0A0J2DDT7
contig_9	cds	57886	59796	-	BBGPBF_02979	1208.0	0.0	1.124	1.0	0.887	UniRef:UniRef50_D4E172
contig_9	cds	59819	60973	-	BBGPBF_02980	602.0	2.0e-215	0.984	0.825	0.862	UniRef:UniRef50_S3J791
contig_9	cds	61039	61779	-	BBGPBF_02981	333.0	1.9e-114	0.996	0.968	0.686	UniRef:UniRef50_A0A202FAV9
contig_9	cds	61776	62894	-	BBGPBF_02982	634.0	2.0e-229	0.995	0.961	0.881	UniRef:UniRef50_A0A486V487
contig_9	cds	62878	64011	-	BBGPBF_02983	425.0	1.4e-146	0.997	0.972	0.561	UniRef:UniRef50_A0A0J6NII6
contig_9	cds	64117	64761	-	BBGPBF_02984	264.0	9.6e-88	0.967	0.812	0.618	UniRef:UniRef50_A0A0M2N600
contig_9	cds	64775	65551	-	BBGPBF_02985	469.0	1.1e-167	1.089	1.0	0.868	UniRef:UniRef50_A8AMF4
contig_9	cds	65573	65872	-	BBGPBF_02986	105.0	3.3e-29	0.960	0.864	0.568	UniRef:UniRef50_H2IU80
contig_9	cds	65875	66237	-	BBGPBF_02987	153.0	1.3e-47	0.992	1.0	0.622	UniRef:UniRef50_R2S446
contig_9	cds	66248	66586	-	BBGPBF_02988	149.0	3.3e-46	1.0	0.933	0.696	UniRef:UniRef50_K8AIE9
contig_9	cds	66876	67262	-	BBGPBF_02989	170.0	1.2e-53	1.008	0.890	0.729	UniRef:UniRef50_P63727
contig_9	cds	67299	68639	-	BBGPBF_02990	799.0	3.6e-291	0.980	0.859	0.927	UniRef:UniRef50_P0AFK0
contig_9	cds	68747	69298	+	BBGPBF_02991	164.0	8.7e-50	0.874	0.865	0.563	UniRef:UniRef50_D3V5K3
contig_9	cds	69933	71141	+	BBGPBF_02992	551.0	1.3e-195	0.998	0.950	0.658	UniRef:UniRef50_A0A1G4YU87
contig_9	cds	71185	71664	-	BBGPBF_02993	176.0	3.8e-55	0.906	0.818	0.569	UniRef:UniRef50_E5YFB7
contig_9	cds	71782	73155	-	BBGPBF_02994	769.0	3.2e-279	0.991	0.902	0.821	UniRef:UniRef50_P37773
contig_9	cds	73331	74329	+	BBGPBF_02995	555.0	4.8e-200	0.852	0.963	0.958	UniRef:UniRef50_A0A920B7K1
contig_9	cds	74372	75346	-	BBGPBF_02996	499.0	1.8e-177	1.0	0.918	0.815	UniRef:UniRef50_A0A0W8JJU0
contig_9	cds	75357	76382	-	BBGPBF_02997	370.0	1.0e-125	0.903	0.832	0.675	UniRef:UniRef50_P39328
contig_9	cds	76393	77895	-	BBGPBF_02998	833.0	6.5e-303	0.934	0.815	0.925	UniRef:UniRef50_Q6BEX0
contig_9	cds	78019	78975	-	BBGPBF_02999	572.0	3.1e-206	1.0	0.883	0.943	UniRef:UniRef50_P39325
contig_9	cds	79379	79909	+	BBGPBF_03000	286.0	2.6e-98	1.0	0.926	0.773	UniRef:UniRef50_P57190
contig_9	cds	79984	81171	+	BBGPBF_03001	606.0	1.3e-217	1.0	1.0	0.762	UniRef:UniRef50_A0A2N4Z6N3
contig_9	cds	81171	81266	+	BBGPBF_03002	-	-	-	-	-	-
contig_9	cds	81327	82028	+	BBGPBF_03003	-	-	-	-	-	-
contig_9	cds	82194	82493	+	BBGPBF_03004	-	-	-	-	-	-
contig_9	cds	82531	82875	-	BBGPBF_03005	159.0	8.9e-50	0.974	0.822	0.640	UniRef:UniRef50_D2TN58
contig_9	cds	82878	86654	-	BBGPBF_03006	2073.0	0.0	1.001	1.0	0.813	BlastRules:WP_000060815
contig_9	cds	86651	88384	-	BBGPBF_03007	1018.0	0.0	0.995	0.995	0.852	BlastRules:WP_001120231
contig_9	cds	88593	89231	+	BBGPBF_03008	344.0	8.1e-120	0.976	0.908	0.783	UniRef:UniRef50_Q6D151
contig_9	ncRNA	89295	89352	+	BBGPBF_03009	61.6	4.3e-11	-	-	-	RFAM:RF02051
contig_9	cds	89412	90749	+	BBGPBF_03010	754.0	1.9e-273	0.991	0.873	0.893	UniRef:UniRef50_P0AE45
contig_9	cds	90952	92184	+	BBGPBF_03011	789.0	3.3e-289	0.978	0.944	0.995	UniRef:UniRef50_A0A9J6S0U4
contig_9	cds	92203	94212	+	BBGPBF_03012	761.0	4.9e-269	0.999	0.899	0.551	UniRef:UniRef50_A0A0Q7RZ70
contig_9	cds	94243	95115	+	BBGPBF_03013	488.0	3.9e-174	0.993	0.954	0.781	UniRef:UniRef50_A0A0H3I3R9
contig_9	cds	95177	95383	-	BBGPBF_03014	96.7	1.4e-26	0.985	0.957	0.701	UniRef:UniRef50_D3VIJ9
contig_9	cds	95707	96264	+	BBGPBF_03015	238.0	1.1e-78	0.989	0.863	0.667	UniRef:UniRef50_P39187
contig_9	cds	96254	96997	-	BBGPBF_03016	426.0	2.7e-150	1.0	0.807	0.834	UniRef:UniRef50_P22255
contig_9	cds	97189	99132	+	BBGPBF_03017	966.0	0.0	0.995	0.910	0.707	UniRef:UniRef50_P08331
contig_9	cds	99187	99558	-	BBGPBF_03018	144.0	1.1e-43	0.919	0.837	0.602	UniRef:UniRef50_A0A2I5TD74
contig_9	cds	99648	100496	+	BBGPBF_03019	363.0	4.7e-126	0.986	1.158	0.727	UniRef:UniRef50_A0A377CEI5
contig_9	cds	100574	101398	+	BBGPBF_03020	365.0	1.7e-125	0.993	0.810	0.636	UniRef:UniRef50_A0A2X3D906
contig_9	cds	101474	102445	+	BBGPBF_03021	527.0	9.8e-189	0.991	0.985	0.819	UniRef:UniRef50_A0A0E3Y894
contig_9	cds	102528	103190	+	BBGPBF_03022	409.0	3.9e-145	0.986	0.879	0.922	UniRef:UniRef50_P69506
contig_9	cds	103295	104698	-	BBGPBF_03023	520.0	4.8e-180	0.985	0.824	0.589	UniRef:UniRef50_Q6A5H4
contig_9	cds	105003	105623	-	BBGPBF_03024	363.0	4.0e-130	1.0	1.0	0.888	BlastRules:WP_000211225
contig_9	cds	105842	106516	+	BBGPBF_03025	241.0	4.8e-79	1.045	1.088	0.594	UniRef:UniRef50_C9Y155
contig_9	cds	106625	107074	-	BBGPBF_03026	180.0	2.6e-57	0.987	0.967	0.639	UniRef:UniRef50_Q3JEJ4
contig_9	cds	107116	107343	-	BBGPBF_03027	93.6	3.8e-25	0.933	0.897	0.657	UniRef:UniRef50_A0A946DIR3
contig_9	cds	107348	107662	-	BBGPBF_03028	176.0	9.8e-57	0.990	0.873	0.757	UniRef:UniRef50_Q8ZB82
contig_9	cds	107668	108063	-	BBGPBF_03029	168.0	3.4e-53	0.924	0.924	0.653	UniRef:UniRef50_Q12RW9
contig_9	ncRNA-region	108061	108145	-	-	113.9	2.0e-23	-	-	-	RFAM:RF02893
contig_9	cds	108404	108679	+	BBGPBF_03030	104.0	5.7e-29	0.989	0.865	0.611	UniRef:UniRef50_Q3YUE8
contig_9	cds	108829	110022	+	BBGPBF_03031	518.0	2.6e-181	0.987	0.803	0.666	UniRef:UniRef50_A0A0C5EEI9
contig_9	cds	110085	110771	-	BBGPBF_03032	355.0	1.8e-124	0.807	0.995	0.908	UniRef:UniRef50_A0A7X9GZJ0
contig_9	cds	110771	111625	-	BBGPBF_03033	322.0	1.1e-108	0.986	0.864	0.600	UniRef:UniRef50_P39305
contig_9	cds	111635	112285	-	BBGPBF_03034	412.0	5.3e-149	1.0	1.0	0.954	BlastRules:WP_000056760
contig_9	cds	112299	112766	-	BBGPBF_03035	283.0	1.1e-97	1.0	1.0	0.923	UniRef:UniRef50_Q8ZK88
contig_9	cds	112776	113081	-	BBGPBF_03036	169.0	2.8e-54	0.990	0.893	0.840	UniRef:UniRef50_Q8FAJ1
contig_9	cds	113094	114494	-	BBGPBF_03037	828.0	7.1e-302	1.142	1.0	0.838	UniRef:UniRef50_A0A3N6RWI1
contig_9	cds	114857	115921	+	BBGPBF_03038	575.0	2.8e-206	1.0	0.919	0.743	UniRef:UniRef50_P39300
contig_9	cds	116029	116784	+	BBGPBF_03039	432.0	3.6e-153	1.0	0.857	0.865	UniRef:UniRef50_P0A9W0
contig_9	cds	116781	117497	-	BBGPBF_03040	483.0	1.1e-173	0.983	0.857	1.0	UniRef:UniRef50_P39298
contig_9	cds	117707	118015	+	BBGPBF_03041	138.0	9.0e-42	0.990	0.821	0.644	UniRef:UniRef50_A0A1I6DT67
contig_9	cds	118153	118428	+	BBGPBF_03042	130.0	2.5e-39	1.0	0.989	0.769	UniRef:UniRef50_E3GDA8
contig_9	cds	118419	120056	-	BBGPBF_03043	1055.0	0.0	1.128	0.992	0.881	UniRef:UniRef50_P33224
contig_9	cds	120182	120913	-	BBGPBF_03044	339.0	6.5e-117	0.996	0.917	0.711	UniRef:UniRef50_Q8EAG8
contig_9	cds	120995	123427	-	BBGPBF_03045	1211.0	0.0	1.193	0.997	0.676	UniRef:UniRef50_P21499
contig_9	cds	123464	123889	-	BBGPBF_03046	204.0	6.1e-67	1.0	0.953	0.730	UniRef:UniRef50_H2IS64
contig_9	cds	124040	125338	-	BBGPBF_03047	645.0	8.0e-231	1.0	0.880	0.729	UniRef:UniRef50_Q8ZIV7
contig_9	cds	125441	125638	-	BBGPBF_03048	100.0	6.3e-28	0.954	0.805	0.726	UniRef:UniRef50_U3U0K0
contig_9	cds	125858	126151	+	BBGPBF_03049	148.0	5.9e-46	1.0	0.858	1.0	UniRef:UniRef50_A0A447RXL8
contig_9	cds	126234	127238	-	BBGPBF_03050	349.0	1.0e-117	1.006	0.918	0.574	UniRef:UniRef50_P0ABC3
