Gene,Non-unique Gene name,Annotation,KP1766,KP1768,NJST258_1,NR5632,SRR7345603
group_499,,hypothetical protein,MFCJNMFM_01483,JIEPOILB_01484,MHMAIFBA_01524,KGLDIDPM_01481,CFOCILDN_04561
prmA,prmA,Ribosomal protein L11 methyltransferase,MFCJNMFM_00515,JIEPOILB_00516,MHMAIFBA_00466,KGLDIDPM_00515,CFOCILDN_01926
group_498,,hypothetical protein,MFCJNMFM_04648,JIEPOILB_04652,MHMAIFBA_04556,KGLDIDPM_04652,CFOCILDN_02901
phnE_1,phnE_1,Phosphate-import permease protein PhnE,MFCJNMFM_04019,JIEPOILB_04023,MHMAIFBA_04085,KGLDIDPM_04023,CFOCILDN_02675
tsx,tsx,Nucleoside-specific channel-forming protein Tsx,MFCJNMFM_03941,JIEPOILB_03945,MHMAIFBA_04007,KGLDIDPM_03945,CFOCILDN_02598
yeaD,yeaD,Putative glucose-6-phosphate 1-epimerase,MFCJNMFM_03085,JIEPOILB_02175,MHMAIFBA_03063,KGLDIDPM_03089,CFOCILDN_04321
pgrR_5,pgrR_5,HTH-type transcriptional regulator PgrR,MFCJNMFM_02965,JIEPOILB_02295,MHMAIFBA_02931,KGLDIDPM_02967,CFOCILDN_00109
dapA_3,dapA_3,4-hydroxy-tetrahydrodipicolinate synthase,MFCJNMFM_02720,JIEPOILB_02540,MHMAIFBA_02653,KGLDIDPM_02722,CFOCILDN_00354
cynR_5,cynR_5,HTH-type transcriptional regulator CynR,MFCJNMFM_02654,JIEPOILB_02606,MHMAIFBA_02588,KGLDIDPM_02656,CFOCILDN_00419
fdnH,fdnH,Formate dehydrogenase nitrate-inducible iron-sulfur subunit,MFCJNMFM_02477,JIEPOILB_02783,MHMAIFBA_02421,KGLDIDPM_02479,CFOCILDN_00597
gcvA_3,gcvA_3,Glycine cleavage system transcriptional activator,MFCJNMFM_02329,JIEPOILB_02932,MHMAIFBA_02279,KGLDIDPM_02331,CFOCILDN_00744
group_497,,hypothetical protein,MFCJNMFM_02277,JIEPOILB_02984,MHMAIFBA_02228,KGLDIDPM_02280,CFOCILDN_00795
cmpB,cmpB,Bicarbonate transport system permease protein CmpB,MFCJNMFM_02116,JIEPOILB_03145,MHMAIFBA_02068,KGLDIDPM_02119,CFOCILDN_02417
htpX_1,htpX_1,Protease HtpX,MFCJNMFM_02006,JIEPOILB_03254,MHMAIFBA_01942,KGLDIDPM_02009,CFOCILDN_02308
cdd,cdd,Cytidine deaminase,MFCJNMFM_01707,JIEPOILB_01707,MHMAIFBA_01673,KGLDIDPM_01704,CFOCILDN_03278
nlpI,nlpI,Lipoprotein NlpI,MFCJNMFM_00603,JIEPOILB_00604,MHMAIFBA_00555,KGLDIDPM_00603,CFOCILDN_01838
metF,metF,510-methylenetetrahydrofolate reductase,MFCJNMFM_04981,JIEPOILB_04984,MHMAIFBA_04939,KGLDIDPM_04984,CFOCILDN_03826
ngcG,ngcG,Diacetylchitobiose uptake system permease protein NgcG,MFCJNMFM_04653,JIEPOILB_04657,MHMAIFBA_04551,KGLDIDPM_04657,CFOCILDN_02896
cyoE,cyoE,Protoheme IX farnesyltransferase,MFCJNMFM_03914,JIEPOILB_03918,MHMAIFBA_03980,KGLDIDPM_03918,CFOCILDN_02571
rhtA,rhtA,Threonine/homoserine exporter RhtA,MFCJNMFM_03439,JIEPOILB_03443,MHMAIFBA_03446,KGLDIDPM_03443,CFOCILDN_02126
CatBsu,CatBsu,Manganese catalase,MFCJNMFM_03126,JIEPOILB_02134,MHMAIFBA_03104,KGLDIDPM_03130,CFOCILDN_04280
pgrR_2,pgrR_2,HTH-type transcriptional regulator PgrR,MFCJNMFM_02435,JIEPOILB_02825,MHMAIFBA_02383,KGLDIDPM_02437,CFOCILDN_00639
hexR_1,hexR_1,HTH-type transcriptional regulator HexR,MFCJNMFM_01982,JIEPOILB_03278,MHMAIFBA_01918,KGLDIDPM_01985,CFOCILDN_02284
group_493,,hypothetical protein,MFCJNMFM_01672,JIEPOILB_01672,MHMAIFBA_01637,KGLDIDPM_01669,CFOCILDN_03243
yofA,yofA,HTH-type transcriptional regulator YofA,MFCJNMFM_01382,JIEPOILB_01383,MHMAIFBA_01425,KGLDIDPM_01380,CFOCILDN_03136
tsaR_1,tsaR_1,HTH-type transcriptional regulator TsaR,MFCJNMFM_01107,JIEPOILB_01107,MHMAIFBA_01095,KGLDIDPM_01106,CFOCILDN_01341
ptxR_1,ptxR_1,HTH-type transcriptional regulator PtxR,MFCJNMFM_01079,JIEPOILB_01079,MHMAIFBA_01077,KGLDIDPM_01078,CFOCILDN_01368
group_492,,hypothetical protein,MFCJNMFM_00758,JIEPOILB_00759,MHMAIFBA_00709,KGLDIDPM_00758,CFOCILDN_01684
lsrF_1,lsrF_1,3-hydroxy-5-phosphonooxypentane-24-dione thiolase,MFCJNMFM_00674,JIEPOILB_00675,MHMAIFBA_00625,KGLDIDPM_00674,CFOCILDN_01767
ugpA_1,ugpA_1,sn-glycerol-3-phosphate transport system permease protein UgpA,MFCJNMFM_00347,JIEPOILB_00347,MHMAIFBA_00298,KGLDIDPM_00346,CFOCILDN_02714
pstA,pstA,Phosphate transport system permease protein PstA,MFCJNMFM_05090,JIEPOILB_05093,MHMAIFBA_05047,KGLDIDPM_05093,CFOCILDN_03743
rbsB_5,rbsB_5,Ribose import binding protein RbsB,MFCJNMFM_05065,JIEPOILB_05068,MHMAIFBA_05022,KGLDIDPM_05068,CFOCILDN_03718
oxyR_4,oxyR_4,DNA-binding transcriptional dual regulator OxyR,MFCJNMFM_04948,JIEPOILB_04951,MHMAIFBA_04908,KGLDIDPM_04951,CFOCILDN_04244
malG,malG,Maltose/maltodextrin transport system permease protein MalG,MFCJNMFM_04798,JIEPOILB_04802,MHMAIFBA_04759,KGLDIDPM_04802,CFOCILDN_03579
rhaR_4,rhaR_4,HTH-type transcriptional activator RhaR,MFCJNMFM_04412,JIEPOILB_04416,MHMAIFBA_04461,KGLDIDPM_04416,CFOCILDN_00987
fhuD,fhuD,Iron(3+)-hydroxamate-binding protein FhuD,MFCJNMFM_04162,JIEPOILB_04166,MHMAIFBA_04210,KGLDIDPM_04166,CFOCILDN_01235
gltC_2,gltC_2,Transcriptional dual regulator GltC,MFCJNMFM_03118,JIEPOILB_02142,MHMAIFBA_03096,KGLDIDPM_03122,CFOCILDN_04288
sapC,sapC,Peptide transport system permease protein SapC,MFCJNMFM_02990,JIEPOILB_02270,MHMAIFBA_02956,KGLDIDPM_02993,CFOCILDN_00084
group_490,,2-dehydropantoate 2-reductase,MFCJNMFM_02890,JIEPOILB_02370,MHMAIFBA_02795,KGLDIDPM_02892,CFOCILDN_00184
cynR_4,cynR_4,HTH-type transcriptional regulator CynR,MFCJNMFM_02291,JIEPOILB_02970,MHMAIFBA_02242,KGLDIDPM_02293,CFOCILDN_00782
yhaJ_2,yhaJ_2,HTH-type transcriptional regulator YhaJ,MFCJNMFM_01806,JIEPOILB_01812,MHMAIFBA_01782,KGLDIDPM_01809,CFOCILDN_04817
lacF,lacF,Lactose transport system permease protein LacF,MFCJNMFM_00915,JIEPOILB_00916,MHMAIFBA_00932,KGLDIDPM_00915,CFOCILDN_01527
garR,garR,2-hydroxy-3-oxopropionate reductase,MFCJNMFM_00638,JIEPOILB_00639,MHMAIFBA_00590,KGLDIDPM_00638,CFOCILDN_01803
rarD,rarD,Protein RarD,MFCJNMFM_04906,JIEPOILB_04909,MHMAIFBA_04865,KGLDIDPM_04909,CFOCILDN_04202
nadC,nadC,Nicotinate-nucleotide pyrophosphorylase [carboxylating],MFCJNMFM_04218,JIEPOILB_04222,MHMAIFBA_04269,KGLDIDPM_04222,CFOCILDN_01179
gcvA_5,gcvA_5,Glycine cleavage system transcriptional activator,MFCJNMFM_03706,JIEPOILB_03710,MHMAIFBA_03695,KGLDIDPM_03710,CFOCILDN_03645
group_484,,hypothetical protein,MFCJNMFM_03333,JIEPOILB_03337,MHMAIFBA_03293,KGLDIDPM_03337,CFOCILDN_01978
group_483,,HTH-type transcriptional regulator,MFCJNMFM_02496,JIEPOILB_02764,MHMAIFBA_02440,KGLDIDPM_02498,CFOCILDN_00578
gltC_1,gltC_1,Transcriptional dual regulator GltC,MFCJNMFM_02228,JIEPOILB_03033,MHMAIFBA_02181,KGLDIDPM_02231,CFOCILDN_00841
yjiE_1,yjiE_1,HTH-type transcriptional regulator YjiE,MFCJNMFM_02067,JIEPOILB_03194,MHMAIFBA_02001,KGLDIDPM_02070,CFOCILDN_02368
group_482,,Epimerase family protein,MFCJNMFM_01597,JIEPOILB_01598,MHMAIFBA_01562,KGLDIDPM_01595,CFOCILDN_04137
bglK,bglK,Beta-glucoside kinase,MFCJNMFM_01389,JIEPOILB_01390,MHMAIFBA_01432,KGLDIDPM_01387,CFOCILDN_03129
argP_1,argP_1,HTH-type transcriptional regulator ArgP,MFCJNMFM_00822,JIEPOILB_00823,MHMAIFBA_00839,KGLDIDPM_00822,CFOCILDN_01619
nhaR,nhaR,Transcriptional activator protein NhaR,MFCJNMFM_04312,JIEPOILB_04316,MHMAIFBA_04363,KGLDIDPM_04316,CFOCILDN_01085
gltC_3,gltC_3,Transcriptional dual regulator GltC,MFCJNMFM_04257,JIEPOILB_04261,MHMAIFBA_04308,KGLDIDPM_04261,CFOCILDN_01140
ybdO_2,ybdO_2,putative HTH-type transcriptional regulator YbdO,MFCJNMFM_03532,JIEPOILB_03536,MHMAIFBA_03621,KGLDIDPM_03536,CFOCILDN_04436
gcvA_4,gcvA_4,Glycine cleavage system transcriptional activator,MFCJNMFM_03016,JIEPOILB_02244,MHMAIFBA_02982,KGLDIDPM_03019,CFOCILDN_00058
group_479,crgA_3,HTH-type transcriptional regulator CrgA,MFCJNMFM_02583,JIEPOILB_02677,MHMAIFBA_02531,KGLDIDPM_02585,CFOCILDN_00491
group_478,,hypothetical protein,MFCJNMFM_02399,JIEPOILB_02862,MHMAIFBA_02348,KGLDIDPM_02401,CFOCILDN_00674
aaeA_2,aaeA_2,p-hydroxybenzoic acid efflux pump subunit AaeA,MFCJNMFM_02354,JIEPOILB_02907,MHMAIFBA_02303,KGLDIDPM_02356,CFOCILDN_00719
ydhF,ydhF,Oxidoreductase YdhF,MFCJNMFM_02351,JIEPOILB_02910,MHMAIFBA_02300,KGLDIDPM_02353,CFOCILDN_00722
group_477,,hypothetical protein,MFCJNMFM_02128,JIEPOILB_03133,MHMAIFBA_02080,KGLDIDPM_02131,CFOCILDN_02429
galF,galF,UTP--glucose-1-phosphate uridylyltransferase,MFCJNMFM_01777,JIEPOILB_01776,MHMAIFBA_01742,KGLDIDPM_01773,CFOCILDN_03347
yegS,yegS,putative lipid kinase YegS,MFCJNMFM_01758,JIEPOILB_01757,MHMAIFBA_01723,KGLDIDPM_01754,CFOCILDN_03328
group_475,,hypothetical protein,MFCJNMFM_00888,JIEPOILB_00889,MHMAIFBA_00904,KGLDIDPM_00888,CFOCILDN_01553
xerD,xerD,Tyrosine recombinase XerD,MFCJNMFM_00847,JIEPOILB_00848,MHMAIFBA_00864,KGLDIDPM_00847,CFOCILDN_01594
yhaJ_1,yhaJ_1,HTH-type transcriptional regulator YhaJ,MFCJNMFM_00645,JIEPOILB_00646,MHMAIFBA_00596,KGLDIDPM_00645,CFOCILDN_01796
yihG,yihG,1-acylglycerol-3-phosphate O-acyltransferase YihG,MFCJNMFM_05051,JIEPOILB_05054,MHMAIFBA_05009,KGLDIDPM_05054,CFOCILDN_03896
bioP,bioP,Biotin transporter,MFCJNMFM_04897,JIEPOILB_04900,MHMAIFBA_04856,KGLDIDPM_04900,CFOCILDN_04193
iolE_4,iolE_4,Inosose dehydratase,MFCJNMFM_04649,JIEPOILB_04653,MHMAIFBA_04555,KGLDIDPM_04653,CFOCILDN_02900
livH_3,livH_3,High-affinity branched-chain amino acid transport system permease protein LivH,MFCJNMFM_04001,JIEPOILB_04005,MHMAIFBA_04067,KGLDIDPM_04005,CFOCILDN_02657
ispA,ispA,Farnesyl diphosphate synthase,MFCJNMFM_03931,JIEPOILB_03935,MHMAIFBA_03997,KGLDIDPM_03935,CFOCILDN_02588
group_472,,ISNCY family transposase ISSen7,MFCJNMFM_03857,JIEPOILB_03861,MHMAIFBA_03923,KGLDIDPM_03861,CFOCILDN_02514
iseH,iseH,Isethionate sulfite-lyase activating enzyme,MFCJNMFM_03422,JIEPOILB_03426,MHMAIFBA_03429,KGLDIDPM_03426,CFOCILDN_02109
lysO,lysO,Lysine exporter LysO,MFCJNMFM_03371,JIEPOILB_03375,MHMAIFBA_03331,KGLDIDPM_03375,CFOCILDN_02016
hdfR_3,hdfR_3,HTH-type transcriptional regulator HdfR,MFCJNMFM_02302,JIEPOILB_02959,MHMAIFBA_02254,KGLDIDPM_02304,CFOCILDN_00771
cynR_3,cynR_3,HTH-type transcriptional regulator CynR,MFCJNMFM_02073,JIEPOILB_03188,MHMAIFBA_02007,KGLDIDPM_02076,CFOCILDN_02374
hisG,hisG,ATP phosphoribosyltransferase,MFCJNMFM_01804,JIEPOILB_01810,MHMAIFBA_01780,KGLDIDPM_01807,CFOCILDN_04815
dmlR_1,dmlR_1,HTH-type transcriptional regulator DmlR,MFCJNMFM_01734,JIEPOILB_01734,MHMAIFBA_01700,KGLDIDPM_01731,CFOCILDN_03305
yfeX,yfeX,Dye-decolorizing peroxidase YfeX,MFCJNMFM_01440,JIEPOILB_01441,MHMAIFBA_01481,KGLDIDPM_01438,CFOCILDN_03079
hemF,hemF,Oxygen-dependent coproporphyrinogen-III oxidase,MFCJNMFM_01435,JIEPOILB_01436,MHMAIFBA_01476,KGLDIDPM_01433,CFOCILDN_03084
eutC_1,eutC_1,Ethanolamine ammonia-lyase small subunit,MFCJNMFM_01430,JIEPOILB_01431,MHMAIFBA_01472,KGLDIDPM_01428,CFOCILDN_03088
aaeR_2,aaeR_2,HTH-type transcriptional activator AaeR,MFCJNMFM_00287,JIEPOILB_00287,MHMAIFBA_00239,KGLDIDPM_00286,CFOCILDN_02773
fdoH,fdoH,Formate dehydrogenase-O iron-sulfur subunit,MFCJNMFM_05033,JIEPOILB_05036,MHMAIFBA_04991,KGLDIDPM_05036,CFOCILDN_03878
fieF,fieF,Cation-efflux pump FieF,MFCJNMFM_04998,JIEPOILB_05001,MHMAIFBA_04956,KGLDIDPM_05001,CFOCILDN_03843
group_471,xerC_2,Tyrosine recombinase XerC,MFCJNMFM_04910,JIEPOILB_04913,MHMAIFBA_04869,KGLDIDPM_04913,CFOCILDN_04206
yhaJ_3,yhaJ_3,HTH-type transcriptional regulator YhaJ,MFCJNMFM_03960,JIEPOILB_03964,MHMAIFBA_04026,KGLDIDPM_03964,CFOCILDN_02616
rimK,rimK,Ribosomal protein bS6--L-glutamate ligase,MFCJNMFM_03397,JIEPOILB_03401,MHMAIFBA_03357,KGLDIDPM_03401,CFOCILDN_02041
rluB,rluB,Ribosomal large subunit pseudouridine synthase B,MFCJNMFM_03015,JIEPOILB_02245,MHMAIFBA_02981,KGLDIDPM_03018,CFOCILDN_00059
feaR,feaR,Transcriptional activator FeaR,MFCJNMFM_02892,JIEPOILB_02368,MHMAIFBA_02797,KGLDIDPM_02894,CFOCILDN_00182
fabD_1,fabD_1,Malonyl CoA-acyl carrier protein transacylase,MFCJNMFM_02798,JIEPOILB_02462,MHMAIFBA_02703,KGLDIDPM_02800,CFOCILDN_00276
hcaR,hcaR,Hca operon transcriptional activator HcaR,MFCJNMFM_02782,JIEPOILB_02478,MHMAIFBA_02686,KGLDIDPM_02784,CFOCILDN_00292
galU,galU,UTP--glucose-1-phosphate uridylyltransferase,MFCJNMFM_02136,JIEPOILB_03125,MHMAIFBA_02088,KGLDIDPM_02139,CFOCILDN_00933
group_469,,putative NTE family protein,MFCJNMFM_02134,JIEPOILB_03127,MHMAIFBA_02086,KGLDIDPM_02137,CFOCILDN_00935
group_468,,hypothetical protein,MFCJNMFM_01195,JIEPOILB_01195,MHMAIFBA_01183,KGLDIDPM_01193,CFOCILDN_03929
pduX,pduX,L-threonine kinase,MFCJNMFM_00948,JIEPOILB_00949,MHMAIFBA_00965,KGLDIDPM_00948,CFOCILDN_01494
dasC,dasC,Diacetylchitobiose uptake system permease protein DasC,MFCJNMFM_00914,JIEPOILB_00915,MHMAIFBA_00931,KGLDIDPM_00914,CFOCILDN_01528
arnD,arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,MFCJNMFM_00315,JIEPOILB_00315,MHMAIFBA_00267,KGLDIDPM_00314,CFOCILDN_02745
dppC,dppC,Dipeptide transport system permease protein DppC,MFCJNMFM_00261,JIEPOILB_00261,MHMAIFBA_00213,KGLDIDPM_00260,CFOCILDN_02799
murQ_1,murQ_1,N-acetylmuramic acid 6-phosphate etherase,MFCJNMFM_00065,JIEPOILB_00065,MHMAIFBA_00066,KGLDIDPM_00065,CFOCILDN_04384
yicL,yicL,putative inner membrane transporter YicL,MFCJNMFM_00063,JIEPOILB_00063,MHMAIFBA_00064,KGLDIDPM_00063,CFOCILDN_04386
crgA_5,crgA_5,HTH-type transcriptional regulator CrgA,MFCJNMFM_04107,JIEPOILB_04111,MHMAIFBA_04157,KGLDIDPM_04111,CFOCILDN_04002
ybhK,ybhK,Putative gluconeogenesis factor,MFCJNMFM_03473,JIEPOILB_03477,MHMAIFBA_03481,KGLDIDPM_03477,CFOCILDN_02160
group_467,,HTH-type transcriptional regulator,MFCJNMFM_03229,JIEPOILB_02031,MHMAIFBA_03196,KGLDIDPM_03233,CFOCILDN_03432
group_466,,HTH-type transcriptional regulator,MFCJNMFM_03096,JIEPOILB_02164,MHMAIFBA_03074,KGLDIDPM_03100,CFOCILDN_04310
group_465,,hypothetical protein,MFCJNMFM_02987,JIEPOILB_02273,MHMAIFBA_02953,KGLDIDPM_02990,CFOCILDN_00087
group_464,,HTH-type transcriptional regulator,MFCJNMFM_02924,JIEPOILB_02336,MHMAIFBA_02829,KGLDIDPM_02926,CFOCILDN_00150
ddpC_1,ddpC_1,putative DD-dipeptide transport system permease protein DdpC,MFCJNMFM_01755,JIEPOILB_01754,MHMAIFBA_01720,KGLDIDPM_01751,CFOCILDN_03325
era_1,era_1,GTPase Era,MFCJNMFM_01320,JIEPOILB_01321,MHMAIFBA_01314,KGLDIDPM_01318,CFOCILDN_03198
mtrA,mtrA,HTH-type transcriptional regulator MtrA,MFCJNMFM_00078,JIEPOILB_00078,MHMAIFBA_00078,KGLDIDPM_00078,CFOCILDN_04371
catM,catM,HTH-type transcriptional regulator CatM,MFCJNMFM_04982,JIEPOILB_04985,MHMAIFBA_04940,KGLDIDPM_04985,CFOCILDN_03827
citG_3,citG_3,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,MFCJNMFM_04291,JIEPOILB_04295,MHMAIFBA_04342,KGLDIDPM_04295,CFOCILDN_01106
group_456,,IS1595 family transposase ISBsp7,MFCJNMFM_03017,JIEPOILB_02243,MHMAIFBA_02983,KGLDIDPM_03020,CFOCILDN_00057
tsaR_3,tsaR_3,HTH-type transcriptional regulator TsaR,MFCJNMFM_02818,JIEPOILB_02442,MHMAIFBA_02723,KGLDIDPM_02820,CFOCILDN_00256
pgrR_3,pgrR_3,HTH-type transcriptional regulator PgrR,MFCJNMFM_02624,JIEPOILB_02636,MHMAIFBA_02557,KGLDIDPM_02626,CFOCILDN_00450
group_455,,hypothetical protein,MFCJNMFM_02293,JIEPOILB_02968,MHMAIFBA_02244,KGLDIDPM_02295,CFOCILDN_00780
oppC,oppC,Oligopeptide transport system permease protein OppC,MFCJNMFM_02143,JIEPOILB_03118,MHMAIFBA_02095,KGLDIDPM_02146,CFOCILDN_00926
cynR_2,cynR_2,HTH-type transcriptional regulator CynR,MFCJNMFM_01482,JIEPOILB_01483,MHMAIFBA_01523,KGLDIDPM_01480,CFOCILDN_04562
crgA_1,crgA_1,HTH-type transcriptional regulator CrgA,MFCJNMFM_01199,JIEPOILB_01199,MHMAIFBA_01187,KGLDIDPM_01197,CFOCILDN_03933
cysD,cysD,Sulfate adenylyltransferase subunit 2,MFCJNMFM_01065,JIEPOILB_01065,MHMAIFBA_01063,KGLDIDPM_01064,CFOCILDN_01382
fimH,fimH,Type 1 fimbrin D-mannose specific adhesin,MFCJNMFM_00877,JIEPOILB_00878,MHMAIFBA_00893,KGLDIDPM_00877,CFOCILDN_01564
rdgC,rdgC,Recombination-associated protein RdgC,MFCJNMFM_03969,JIEPOILB_03973,MHMAIFBA_04035,KGLDIDPM_03973,CFOCILDN_02625
panE,panE,2-dehydropantoate 2-reductase,MFCJNMFM_03926,JIEPOILB_03930,MHMAIFBA_03992,KGLDIDPM_03930,CFOCILDN_02583
gltI,gltI,Glutamate/aspartate import solute-binding protein,MFCJNMFM_03552,JIEPOILB_03556,MHMAIFBA_03601,KGLDIDPM_03556,CFOCILDN_04456
gsiD_2,gsiD_2,Glutathione transport system permease protein GsiD,MFCJNMFM_03415,JIEPOILB_03419,MHMAIFBA_03422,KGLDIDPM_03419,CFOCILDN_02102
nagK,nagK,N-acetyl-D-glucosamine kinase,MFCJNMFM_03165,JIEPOILB_02095,MHMAIFBA_03133,KGLDIDPM_03169,CFOCILDN_03368
group_451,,hypothetical protein,MFCJNMFM_02921,JIEPOILB_02339,MHMAIFBA_02826,KGLDIDPM_02923,CFOCILDN_00153
hdfR_2,hdfR_2,HTH-type transcriptional regulator HdfR,MFCJNMFM_02190,JIEPOILB_03071,MHMAIFBA_02143,KGLDIDPM_02193,CFOCILDN_00879
yedI,yedI,Inner membrane protein YedI,MFCJNMFM_01859,JIEPOILB_01865,MHMAIFBA_01861,KGLDIDPM_01862,CFOCILDN_02227
yedA,yedA,putative inner membrane transporter YedA,MFCJNMFM_01858,JIEPOILB_01864,MHMAIFBA_01860,KGLDIDPM_01861,CFOCILDN_02226
cysM,cysM,Cysteine synthase B,MFCJNMFM_01445,JIEPOILB_01446,MHMAIFBA_01486,KGLDIDPM_01443,CFOCILDN_03074
pocR,pocR,Regulatory protein PocR,MFCJNMFM_00972,JIEPOILB_00973,MHMAIFBA_00987,KGLDIDPM_00972,CFOCILDN_01472
group_450,,HTH-type transcriptional regulator,MFCJNMFM_00768,JIEPOILB_00769,MHMAIFBA_00720,KGLDIDPM_00768,CFOCILDN_01674
glyQ,glyQ,Glycine--tRNA ligase alpha subunit,MFCJNMFM_00235,JIEPOILB_00235,MHMAIFBA_00187,KGLDIDPM_00234,CFOCILDN_02823
rihC,rihC,Non-specific ribonucleoside hydrolase RihC,MFCJNMFM_04305,JIEPOILB_04309,MHMAIFBA_04356,KGLDIDPM_04309,CFOCILDN_01092
mak_2,mak_2,Fructokinase,MFCJNMFM_03968,JIEPOILB_03972,MHMAIFBA_04034,KGLDIDPM_03972,CFOCILDN_02624
rlmF,rlmF,Ribosomal RNA large subunit methyltransferase F,MFCJNMFM_03445,JIEPOILB_03449,MHMAIFBA_03452,KGLDIDPM_03449,CFOCILDN_02132
lpxP,lpxP,Lipid A biosynthesis palmitoleoyltransferase,MFCJNMFM_03114,JIEPOILB_02146,MHMAIFBA_03092,KGLDIDPM_03118,CFOCILDN_04292
group_448,,HTH-type transcriptional regulator,MFCJNMFM_02960,JIEPOILB_02300,MHMAIFBA_02925,KGLDIDPM_02962,CFOCILDN_00114
group_447,,hypothetical protein,MFCJNMFM_02588,JIEPOILB_02672,MHMAIFBA_02536,KGLDIDPM_02590,CFOCILDN_00486
yghA_2,yghA_2,putative oxidoreductase YghA,MFCJNMFM_02498,JIEPOILB_02762,MHMAIFBA_02442,KGLDIDPM_02500,CFOCILDN_00576
admX,admX,HTH-type transcriptional regulator AdmX,MFCJNMFM_02167,JIEPOILB_03094,MHMAIFBA_02119,KGLDIDPM_02170,CFOCILDN_00902
thpA,thpA,D-threitol-binding protein,MFCJNMFM_02093,JIEPOILB_03168,MHMAIFBA_02045,KGLDIDPM_02096,CFOCILDN_02394
livH_2,livH_2,High-affinity branched-chain amino acid transport system permease protein LivH,MFCJNMFM_02063,JIEPOILB_03198,MHMAIFBA_01997,KGLDIDPM_02066,CFOCILDN_02364
ldcA,ldcA,Murein tetrapeptide carboxypeptidase,MFCJNMFM_02046,JIEPOILB_03215,MHMAIFBA_01981,KGLDIDPM_02049,CFOCILDN_02347
gcvA_2,gcvA_2,Glycine cleavage system transcriptional activator,MFCJNMFM_01829,JIEPOILB_01835,MHMAIFBA_01805,KGLDIDPM_01832,CFOCILDN_02197
oxyR_1,oxyR_1,DNA-binding transcriptional dual regulator OxyR,MFCJNMFM_01737,JIEPOILB_01737,MHMAIFBA_01703,KGLDIDPM_01734,CFOCILDN_03308
mak_1,mak_1,Fructokinase,MFCJNMFM_01114,JIEPOILB_01114,MHMAIFBA_01102,KGLDIDPM_01113,CFOCILDN_01334
tagK,tagK,D-tagatose-1-phosphate kinase,MFCJNMFM_00630,JIEPOILB_00631,MHMAIFBA_00582,KGLDIDPM_00630,CFOCILDN_01811
aaeR_1,aaeR_1,HTH-type transcriptional activator AaeR,MFCJNMFM_00074,JIEPOILB_00074,MHMAIFBA_00074,KGLDIDPM_00074,CFOCILDN_04375
oxyR_5,oxyR_5,DNA-binding transcriptional dual regulator OxyR,MFCJNMFM_04970,JIEPOILB_04973,MHMAIFBA_04928,KGLDIDPM_04973,CFOCILDN_03815
lpxC,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,MFCJNMFM_04229,JIEPOILB_04233,MHMAIFBA_04280,KGLDIDPM_04233,CFOCILDN_01168
qmcA,qmcA,Protein QmcA,MFCJNMFM_03837,JIEPOILB_03841,MHMAIFBA_03903,KGLDIDPM_03841,CFOCILDN_02494
group_444,,hypothetical protein,MFCJNMFM_02513,JIEPOILB_02747,MHMAIFBA_02458,KGLDIDPM_02515,CFOCILDN_00561
argP_2,argP_2,HTH-type transcriptional regulator ArgP,MFCJNMFM_01845,JIEPOILB_01851,MHMAIFBA_01846,KGLDIDPM_01848,CFOCILDN_02213
yehZ,yehZ,Glycine betaine-binding protein YehZ,MFCJNMFM_01722,JIEPOILB_01722,MHMAIFBA_01688,KGLDIDPM_01719,CFOCILDN_03293
hpf_2,hpf_2,Putative metal ABC transporter substrate-binding protein Hpf,MFCJNMFM_01112,JIEPOILB_01112,MHMAIFBA_01100,KGLDIDPM_01111,CFOCILDN_01336
menA,menA,14-dihydroxy-2-naphthoate octaprenyltransferase,MFCJNMFM_04995,JIEPOILB_04998,MHMAIFBA_04953,KGLDIDPM_04998,CFOCILDN_03840
group_443,,ISNCY family transposase ISRor2,MFCJNMFM_04901,JIEPOILB_04904,MHMAIFBA_04860,KGLDIDPM_04904,CFOCILDN_04197
ddlB,ddlB,D-alanine--D-alanine ligase B,MFCJNMFM_04233,JIEPOILB_04237,MHMAIFBA_04284,KGLDIDPM_04237,CFOCILDN_01164
lpxL_2,lpxL_2,Lipid A biosynthesis lauroyltransferase,MFCJNMFM_03807,JIEPOILB_03811,MHMAIFBA_03803,KGLDIDPM_03811,CFOCILDN_02463
iolE_3,iolE_3,Inosose dehydratase,MFCJNMFM_03799,JIEPOILB_03803,MHMAIFBA_03795,KGLDIDPM_03803,CFOCILDN_02455
gsiC_3,gsiC_3,Glutathione transport system permease protein GsiC,MFCJNMFM_03416,JIEPOILB_03420,MHMAIFBA_03423,KGLDIDPM_03420,CFOCILDN_02103
lpxL_1,lpxL_1,Lipid A biosynthesis lauroyltransferase,MFCJNMFM_03213,JIEPOILB_02047,MHMAIFBA_03181,KGLDIDPM_03217,CFOCILDN_03416
murQ_2,murQ_2,N-acetylmuramic acid 6-phosphate etherase,MFCJNMFM_02801,JIEPOILB_02459,MHMAIFBA_02706,KGLDIDPM_02803,CFOCILDN_00273
